text,confidence,target
Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion :)  intergovernmental panel on climate change,0.6094,Y
Los Angeles: Is the Giant Squid Invasion due to Global Warming? http://bit.ly/9TZ9j7,1.0,Y
Massachusetts positioned for steep global warming gas reductions http://bit.ly/b5JldK,1.0,Y
"It's settled: Global warming science is sloppy: According to the last IPCC report, published in 2007, some 55% of ... http://bit.ly/aYnzEJ",0.7087,N
It's not the same ol' Walden Pond anymore: how climate change has altered Thoreau's hideaway. http://bit.ly/d6Rppq,1.0,Y
"CBS: Global Warming Science Sound, ClimateGate Just a PR Problem http://bit.ly/dmdFRT",0.6845,
If only people knew... =p RT @AhhPhotography: Next thing they're going to blame global warming on is Dihydrogen Monoxide.,1.0,N
@plutoniumpage Yeah that must be why every runs away from pop. control when its mentioned in Climate Change circles,0.6642,
Makes sense! RT @StephenAtHome I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist,1.0,N
Citizen Journalist Discusses Climate Change Summit http://dlvr.it/1NcP,0.6438,
Is the Giant Squid Invasion due to Global Warming? - http://fwix.com/article/3_19cd7519b2,1.0,Y
Is the Giant Squid Invasion due to Global Warming? http://dlvr.it/1NZB,0.515,N
Jon Stewart can't figure out truth abt global warming? So basically he's a thoughtless fool who has a lot of writers and makes funny faces.,0.6604,
"RT @hulu: O'Reilly vs. Stewart on global warming, Iran and terrorism http://bit.ly/dsFPG4",0.6776,
Media cools on global warming: LAST weekend looks likely to have been a tipping point in the media debate on clima... http://bit.ly/8XT2n4,0.6572,
Backing down on climate change - Has Washington lost its appetite for global warming? | http://is.gd/7Lk8x,0.6399,
http://bit.ly/d0zbcF global warming skeptics ;O ARCHIVES: Penn State scientist in hot seat over e-mails,0.7114,
Los Angeles Jobs - *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr* http://ow.ly/16vsyu,1.0,Y
Federal agency denies protections for tiny pika  :P global warming,0.7108,
Federal agency denies protections for tiny pika   global warming,0.6754,Y
Precarious Homes Potentially Subject To Climate Change (PHOTOS) http://dlvr.it/1Mlk,0.6829999999999999,Y
Climate Change Watch India: Air Pollution Control http://bit.ly/dB2A9L,1.0,Y
Pachauri insists science behind global warming remains 'totally valid' http://bit.ly/d0xGUZ,0.7013,Y
"Weekend meeting to discuss China, Greece, maybe global warming: By Greg Robb, MarketWatch WASHINGTON (MarketWatch)... http://bit.ly/9ytCTp",0.7167,
;) Do you believe in Global Warming  Al Gore - Democratic Ideas is it influencing how you will Vote in November? 10 years,0.698,
The reason global warming isn't accepted more widely has nothing to do with global warming or any lack of evidence. http://bit.ly/b9Jo7h,0.6231,Y
India forms breakaway climate change body http://bit.ly/aOYpaU,0.6725,
RT @latimesgreen: Backing down on climate change: Washington appears to have lost its appetite for attacking the problem of global w... http://bit.ly/aEPgPr,0.3567,
Backing down on climate change: Washington appears to have lost its appetite for attacking the problem of global w... http://bit.ly/aEPgPr,0.6751,
Backing down on climate change: Washington appears to have lost its appetite for attacking the problem of global w... http://bit.ly/aEPgPr,1.0,
:P What can our families do to help stop global warming? good luck,1.0,Y
Instapundit ' Blog Archive ' TWELVE INCHES OF GLOBAL WARMING ...: TWELVE INCHES OF GLOBAL WARMING: Sounds like a p... http://bit.ly/9QisM6,1.0,
"""Too much change is not good, just ask the climate.""",0.653,Y
RT @lizarddawg: Copenhagen Is On Dispite New Evidence That Global Warming Was Junk Science http://cli.gs/PWPWt #england #poland #UN,0.7112,N
"it turns out the groundhog saw its shadow the other day , 6 more weeks of winter.   wheres the global warming people ?",1.0,N
Global warming does not have political ties http://dlvr.it/1LgW,0.6528,Y
"http://bit.ly/b2du4M :P stop global warming The Global Climate: Yes, Its Still Warming",1.0,Y
India to 'pull out' of UN 'global warming' panel because it 'cannot rely' on UN...: http://bit.ly/dCOe4U via @addthis,0.708,
"The Global Climate: Yes, It's Still Warming: Treehugger by Brian Merchant, Brooklyn, New York on 02. 4.10 As many ... http://bit.ly/aXqGbt",1.0,Y
6 of 25 known Great Basin pika populations were lost by 2003 primarily due to climate change. More have likely disappeared since.,1.0,Y
VIDEO Fuel for Climate Change Skeptics: The un's climate chief admitted scientists made mistakes in a major ... http://tinyurl.com/yldn744,0.5331,N
RT @DiveSpot: News: Expert: Increasingly Acidic Oceans Reveal Further Impacts Of Climate Change; 'It Is Incontrove... http://bit.ly/9D4LMZ,0.6689,Y
@Heritage  Climate Change Scientific Consensus Cloudy as Ever  http://twurl.nl/jiv3qv,0.6842,N
RT @DiveSpot: News: Expert: Increasingly Acidic Oceans Reveal Further Impacts Of Climate Change; 'It Is Incontrove... http://bit.ly/dBjNiU,1.0,Y
Electrical magnetic interference with toyota prius- also the reason for  cell issues. All because of global warming and thinning atmosphere.,1.0,Y
House committee seeks to keep global warming laws out of Utah: By Richard Piatt SALT LAKE CITY -- Utah lawmakers w... http://bit.ly/dx4qDV,0.5896,
What Did You Think of The Movie The Great Global Warming Swindle? http://bit.ly/9Mx7MR global warming swindle ;),0.6932,
":O What Did You Think of The Movie \""The Great Global Warming Swindle\""? global warming",0.6652,
@Revkin Feds rule pika listing NOT WARRANTED despite climate change threats. Have Earthjustice Atty on case ready to talk 2U if you want.,0.5243,N
How Climate-Change Fanatics Corrupted Science -- Michael Barone -- GOPUSA http://shar.es/aNfE3 via @sharethis,1.0,N
RT @democracy_now: Amy Goodmand and Dem Now is heading to Bolivia for the  World People's Conference on Climate Change. Tune in Next Week.  #WPCCC #Cochabamba,0.6664,
;O global warming Saving endangered species: it\'s the economy,0.6598,Y
Global Warming? It's All About Land Use http://bit.ly/c8unbr How cities in the American West can fight global warming,1.0,Y
"Global warming helping trees grow faster: 4 Feb 2010, 2132 hrs IST, PTI WASHINGTON: Global warming is helping tree... http://bit.ly/9eYJQK",1.0,Y
"Correlative and mechanistic models of species distribution provide congruent forecasts under climate change (PDF, ... http://bit.ly/97Brsy",0.6466,Y
Drug discovery technique could help in the battle against global warming http://bit.ly/dp9R2x,1.0,Y
RT @afashionfan Unexpected turn of events ... in climate change science over past 3 months puts pressure on IPCC http://bit.ly/ai4kLD #tcot,0.6277,
Global warming research grant in danger of fund freeze: By Stephen Dinan A top member of Congress wants President ... http://bit.ly/aAY4xX,0.6716,Y
RT @ThePhoenixSun RT @ejgertz: Florida Gov Agencies on Global Warming: Red Alert! http://bit.ly/chyz25 #climate #FL #eco,0.7038,Y
PM talks climate change with four European leaders: http://ping.fm/HFleM,0.6829999999999999,
Check this out - the cost of climate change: http://www.nrdcactionfund.org/thisisourmoment/?p=1281&c=349598&s=762984&l=81599,1.0,Y
RT @thedailybeast: GOP pollster Frank Luntz who counseled Bush not to buy into the science on global warming is changing his view.,0.7147,Y
"Water Vapor Slowed Global Warming Over Past Decade: Over the last 10 years, global temperatures rose about 25 pe... http://bit.ly/b5dfKU",0.8086,Y
@Heritage  Government's Out-of-Step Agitprop on Global Warming  http://twurl.nl/zmyzmk,0.6444,
@AFPHQ Americans For Prosperity Praises Key Democrats for Joining Effort to stop EPA Global Warming Power Grab  http://twurl.nl/dbtyr4,0.7111,Y
"Climategate melts away: Global warming expert exonerated | Midwest ...: By Yael T. Abouhalkah, Kansas City Star Ed... http://bit.ly/d9FJIM",1.0,
"""The global warming movement as we have known it is dead,""writes Walter Russell Mead of the Council on Foreign Relations in The American Int",0.6458,N
http://bit.ly/9m2Qfp global warming solutions   One of the proposed solutions to global warming is to grow a large number of trees. This...,1.0,Y
"Drug discovery technique could help in the battle against global warming: Washington, Feb 4 (ANI): Scientists in T... http://bit.ly/d1PTS1",1.0,Y
RT @dailygalaxy: NASA Extends Cassini's Fly-bys of Saturn to Focus on Seasons & Climate Change http://su.pr/1I9V1D,0.632,Y
global warming for kids http://bit.ly/a8WW1I  what is global warming for kids?,0.6915,
India to have own panel on climate change: Jairam Ramesh: http://ping.fm/q9FjK,0.6609,Y
"RT @CatholicClimate: ""The poor will experience most directly the harmful effects of climate change."" -Catholic Bishops http://lnk.ms/4L7st",1.0,Y
"http://bit.ly/9dLlbh Bear Market News: Twenty Years from Now, Will You Still Lie to  global warming for kids :O",0.6761,N
MMR doctor Andrew Wakefield fixed data on autism - Times Online: http://bit.ly/fFPGY Sounds just like the Global Warming HOAX,1.0,N
global warming facts What are some really scary facts about global warming? http://bit.ly/dhsE0P .,0.6942,Y
What are some really scary facts about global warming? :O scary facts,0.6457,
Climate Change Watch India: Violation of Pollution and Environment ... http://bit.ly/ahG2tK,1.0,Y
The Atheist Experience: Global Warming Denial and God Belief: I've often wondered why the religious nuts are most ... http://bit.ly/aSs15j,0.7133,Y
@johnfoster Just saw that South Park last night on global warming..  http://yfrog.com/1dcqyvj,1.0,
"Lord Smith warns climate change argument has been undermined by 'climategate': Lord Smith of Finsbury, the Chair... http://bit.ly/d0fvCI",0.6599,Y
"The Mexico Climate Change Summit To Come, MUST NOT BE A Duplicate Of That Experience Once Again.",0.457,Y
The green debate goes tribal | Giles Wilkes - Climate change believers and sceptics are two sides of the same coin ... http://ow.ly/16uMEq,1.0,
Lord Smith warns climate change argument has been undermined by 'climategate' http://bit.ly/bKnzgh,0.6397,Y
Jerry Brown's global warming revenge?: Backers of a proposed ballot initiative to suspend California's landmark gl... http://bit.ly/a5QLF0,1.0,Y
Jerry Brown's global warming revenge?: Backers of a proposed ballot initiative to suspend California's landmark gl... http://bit.ly/a5QLF0,0.6827,
"Obama Battles to Keep Global Warming, Biofuels Initiatives on Track: DailyTech Amid a partisan atmosphere US Presi... http://bit.ly/ccEBKI",0.4934,Y
energy absorption  Innovation has climate change in hand | COSMOS magazine,0.6506,
Innovation has climate change in hand depletion of resources  !,0.4928,Y
UN climate head under pressure to quit (source: The Australian): THE head of the UN's climate change body is under... http://bit.ly/cxtnWi,1.0,
Global Warming: Rajendra Pachauri Orders Asbestos For Fires http://ff.im/-fmWoc,0.7005,
"Walter E. Williams : Global Warming Update - Townhall.com: John Coleman, founder of the Weather Channel, in an hou... http://bit.ly/b5zKox",0.4816,Y
"@thenation: Murdoch's Fox News claim ""there's no global warming"" yet they still lust over their new solar installation. http://bit.ly/coOZXQ",0.6491,
"You Know, if it brings us a reliable North West Passage, I'm all in favor of Global Warming ;)",0.6713,
"Earth's polar ice sheets vulnerable to even moderate global warming; New Orleans, much of southern F... http://cli.gs/yEg8T",0.6824,Y
RT @ElectaR2010 Towhhall column Michael Barone: How Climate-Change Fanatics Corrupted Science http://bit.ly/9ykQBr #tcot,1.0,N
India asks G77 to stay united over climate change talks: http://ping.fm/hZsmh,0.6528,
@Slyty17 Obama is the new Hitler. Your campus is a disappointment. You'll graduate believing in global warming & unemployed! Get a clue!,1.0,N
GayandRight: Global warming kills livestock in Mongolia....: Aid groups have described piles of dead animals and w... http://bit.ly/ddMOY0,1.0,Y
RT @GIS_Forester: Reading an interesting article: Ecologists Link Accelerated Tree Growth to Climate Change http://tr.im/MKL6 #forestry,1.0,Y
"The Forest Connection: As international climate change discussions continue, CI's leaders and partners explain a... http://bit.ly/axqB3C",0.7141,
The Death of Global Warming? http://bit.ly/acp2zf via @AddToAny,1.0,
talking to @arthuRyanB about the crappy world we live in. Hahaha. I think it's just because of global warming though :|,1.0,Y
"Global Warming Dent's El Ni'o's Protective Shield From Atlantic Hurricanes, Increase Droughts http://cli.gs/LEnPp",1.0,Y
"Murdoch's Fox News claim ""there's no global warming"" yet they still lust over their new solar installation.http://bit.ly/coOZXQ",1.0,Y
Ca now wants to reg. Cow farts. Can we reg. Vegan farts all in the name of global warming? An organic diet is a gassy diet.,0.6536,Y
@joshtyler pot causes global warming? who ever said that must be high,0.6866,N
RT @tommytrc Invasive Species and Climate Change   http://bit.ly/4oeoGA @InvasiveNotes,0.6568,Y
RT @ThinkProgress: Sarah Palin calls global warming studies 'snake oil science.' http://bit.ly/cvSN9B #p2 #du1 #dnj,0.6894,
"http://bit.ly/9depEb - ""Well so much for this whole 'global warming' thing.""  Idiots. Great article. DeMint, you're a tool.",0.6032,N
What was that about global warming? It's still snowing!,0.6404,N
Damn supposedly global warming is intensifying this winter weather....Chicago having earthquakes somethings going on...,1.0,Y
"MADE UP NUMBERS, FALSE DATA, EAST COAST BURIED IN SNOW, REASON TO KEEP PUSHING GLOBAL WARMING IS ONLY TO HAVE CONTROL OF OUR MONEY",1.0,N
MSNBC Reporter Insists Record Snow Out East Is Due to Global Warming and Easter eggs come from the Easter Bunny.,0.7082,N
All this snow. More global warming evidence?,0.5079,N
A picture of a rebellious member of the global warming religion :) http://tweetphoto.com/10986449,0.6504,N
"RT @BorowitzReport: FUN GAME: Next time someone says ""So much for global warming,"" push them into a snowdrift and run away.",1.0,Y
"FUN GAME: Next time someone says ""So much for global warming,"" push them into a snowdrift and run away.",1.0,Y
""",,Climate change, is or is not, fifty, fifty,why not, scientists agree,do they or do they not,its only fifty, fifty, why not.......""",1.0,
How to Fix the IPCC: Replace it With Wikipedia?: Issuing 3000-page edicts about climate change isn't exactly the b... http://bit.ly/aIazA0,1.0,
"Pro-tip - If you think snow or cold or rain negates global warming, don't post it, you only show how little you know about the topic.",1.0,Y
D.C. Snowstorm: How Global Warming Makes Blizzards Worse: http://digg.com/d31IMto?t NYC is feeling the same pain.,1.0,Y
So cold weather actually CONFIRMS global warming? http://bit.ly/aQQKf3,0.7092,Y
"http://www.marchreport.com/20100210.html#2010-02-10-A006 15 Months Ago, RFK Jr., Said Global Warming Would Mean No More Snow In D.C.",1.0,N
"If high temperatures are proof of global warming and low temperatures are proof of global warming, then what is NOT proof of global warming?",0.6866,N
Amy Goodmand and Dem Now is heading to Bolivia for the  World People's Conference on Climate Change. Tune in Next Week.  #WPCCC #Cochabamba,0.6499,Y
"RE: *It isn't that the blizzard proves global warming is false, but it certainly is an argument against.*  Actually, i' http://disq.us/blf2a",1.0,Y
We got about 14 inches of snow thus far in Panther Valley (30 min from Poconos)..much more to come yet..as for global warming ---&gt; Hum Bug !,1.0,N
"Climate change is something that is not man made, and is a natural change in the globe, things change , just the way it is, has always been",0.6899,N
"Liked ""MSNBC's Contessa Brewer Claims Heavy Snowfall Proves Global Warming"" http://ff.im/-fJg1w",0.6684,Y
"""maybe they should switch the olympics to DC instead since it seems vancouver is putting on a one-man show of global warming""--Olive",0.6381,
so its almost march and its snowin like this...global warming,0.6368,N
How's that man-made global warming working out for ya?,0.6439,N
Plus the ocean lol RT @LAC83 it would be a very long journey from Australia by skiis. And a huge climate change. But SOO worth it :-),0.6558,
"RT @sciam: Romanticism undone: Invasive species, global warming taking toll on plants at Thoreau's Walden Pond http://bit.ly/c9zR1Y",1.0,Y
"Romanticism undone: Invasive species, global warming taking toll on plants at Thoreau's Walden Pond http://bit.ly/c9zR1Y",0.6449,Y
RT @TwilightEarth 2010 East Coast Snowfall Blamed on Global Warming? http://ow.ly/162Fy,0.6265,
How to Reform the Intergovernmental Panel on Climate Change http://bit.ly/ctvuIh,0.7473,Y
Snowstorm: East Coast Blizzard Tied to Climate Change http://bit.ly/aMGM77,1.0,Y
Top Science Journal Calls for Climate Science Reform|A steady drip of errors in the top report on global warming .. http://oohja.com/x6L4Q,0.6571,N
watchen Shep Smith- no car chases today- climate change!,0.7236,
"RT @humanadverb: Why does a blizzard in DC kill climate change legislation, but near-catastrophic drought in Atlanta doesn't get it passed?",0.6648,Y
RT @Milieunet: D.C. Snowstorm: How Global Warming Makes Blizzards Worse - Yahoo! News http://goo.gl/z8ka,1.0,Y
"Video: MS-NBC's Brewer claims heavy snowfall proves global warming: Give credit to MS-NBC's meteorologist, who doe... http://bit.ly/bT3uWd",0.6647,Y
@newsbusters That's not what I said.  I said that snowstorms don't refute global warming.,1.0,Y
"I wish it wouldve been called ""global climate change"" from the start! RT @MotherJones Snowpocalypse: Take That Al Gore! http://bit.ly/9LOMhn",1.0,Y
"OH: ""If we're going to solve this global warming dilemma, i think we need to chop down more trees..."" -- @hokiebill",0.6486,N
to all and especially newt gingrich: just because it's snowing doesn't mean climate change is false. http://bit.ly/9Bh8h1,0.6768,Y
"claiming that snow disproves global warming is like #$%^ing your GF w/ a 12"" strap-on & claiming you have a big dick #GOPfail #p2",1.0,Y
Dear Eve Ensler (the vagina monologues chick) believes earthquakes are symptoms of global warming. not a shock. http://bit.ly/bH1qIk,0.65,
"@GSorensen ""Scientists have been warning for decades that global warming would increase the severity of winter storms.""",1.0,Y
"Vry Inrstg RT @Atlantic_Wire: DC: ""OK already, we believe in Climate Change!"" http://bit.ly/bxOguT Snow conts. 2 pile up. What's the reason?",1.0,Y
"CBS News: Conservatives Use ""Snowmageddon"" to Mock Global Warming http://tinyurl.com/yks75n5",1.0,N
@bradplumer tell us What The #Snowpocalypse Tells Us About Global Warming http://bit.ly/cYwHLy  #climate,1.0,Y
"@Michelinah42 ...  response to global warming""",1.0,
"@Michelinah42 ""To a great extent, (climate chg) is what we thk of as 'weather.' Indeed, weather patterns are predicted to change in...",0.7049,Y
Invasive Plants Are Beneficiaries of Climate Change in Thoreau's Woods http://tr.im/NE2G #green #eco #habitat,0.6593,Y
"Global Warming Monitoring Needs to Find 'Missing Heat', say Scientists http://bit.ly/9y1gp4",0.6614,Y
"@Michelinah42 Assuming that site is legit, it explains connection b/t what we call global warming & climate change....",1.0,Y
Global Warming & Our Winter Storms http://www.paltalknewsnetwork.com/node/2210 #globalwarming #weather,0.8008,Y
"I lovce hearing ""weather isnt climate"" from the same idiots that blamed Katrina on ""climate change"".",0.7141,N
RT @change The Geological Society of America rejects global warming theory & member speaks out http://bit.ly/cGFw4o (via @rebeccawalker),1.0,N
European Forests and Carbon Sequestration Services: An Economic Assessment of Climate Change Impacts - http://bit.ly/b8ifs9,1.0,Y
"Im up. Still snowing out there. Dear Al Gore, bite me. Oh wait, your claimign this is now caused by ""climate change"" right. Ass.",1.0,N
Global Warming lol! Al Gore you need 2 step up your theory brother. This season produced the most snow I seen in life. Evrywk it is snowin,1.0,N
"D.C. Snowstorm: How Global Warming Makes Blizzards Worse: There's scarcely any powder in Vancouver, while Baltimor... http://bit.ly/aLa47B",1.0,Y
"@mimidancer just because it also gets colder doesn't mean it's not global warming first off.  Secondly, I approve of #hoth.",1.0,Y
"@BCBG25  It's the denial about alternative energy. It's the pretending about ""clean coal."" The unwillingness to listen re: climate change.",1.0,Y
"Terry Gardner: Necessity, the Mother of Eco Invention: Whether you believe ""climate change"" is fiction or fact, d... http://huff.to/aUfoZ5",1.0,
What The Snowpocalypse Tells Us About Global Warming http://bit.ly/ay7pCH,0.6579999999999999,Y
What The Snowpocalypse Tells Us About Global Warming http://bit.ly/ay7pCH,0.696,Y
"""""Ok,"" said the teacher, ""I meant to say that the majority of scientists agree.""Is there man-made global warming? I... http://ff.im/-fIJ7t",0.7190000000000001,Y
Good question! RT @Time_Inc: TIME: Another Blizzard: Where's Global Warming? http://bit.ly/cBLW6t,1.0,N
What The Snowpocalypse Tells Us About Global Warming http://url4.eu/1Mkd6,0.6623,
What The Snowpocalypse Tells Us About Global Warming http://url4.eu/1Mkd0,0.6541,Y
LOL!!!RT @PoliJAM: #FoxNews' Major Garrett Gets Pummeled By Global Warming While Reporting from Outside the White House http://bit.ly/bbENrp,0.6435,N
"Funny how lefties still arguing global warming proven by warm weather, cold weather, severe storms, & lack of severe storms. #rsrh",0.6856,N
"Our leaders r morons. Dem Senator: ""DC blizzards make it more difficult to argue global warming is an imminent danger"" http://bit.ly/d0evbz",0.6243,N
"@Libslady Hon, it's called ""Climate Change."" Cold gets colder, warm gets warmer, weather gets weirder. No need to dis VP Gore's book at all.",0.6658,Y
"Altho not climate change related, MAYBE the Iceland volcano will remind people of the power of Mother Nature.",0.674,
"AL GORE NAILED THIS GLOBAL WARMING THING,  ANYONE FOR THREE CARD MONTY?",0.6557,Y
RT @abc: Flakes: Global Warming Deniers Use Massive Snowstorm as Ammo:  http://bit.ly/dvtsYU,0.7113,Y
RT @nicknotned: How cranky bloggers are puncturing the consensus on climate change. by Matt Ridley  http://j.mp/cIQbOE,0.3645,N
Flakes: Global Warming Deniers Use Massive Snowstorm as Ammo:  http://bit.ly/dvtsYU,0.687,Y
"@GottaLaff re global warming: Virginia GOP is the ass here, not TIME headline writers (as you suggest!)",0.6706,N
"Snow doesn't mean global warming is fraud, Sean! (IrishCentral) Fox News | Hannity | Climate | Conservative | Weather http://bit.ly/bjxtzq",1.0,Y
"Nice article about Global Warming from @TIME but I'm still skeptical - http://www.time.com/time/health/article/0,8599,1962294,00.html",1.0,N
RT @JoeNBC: @DylanRatigan on radio talking global warming vs. big snowdrifts in NYC - must listen  http://bit.ly/joeradio,1.0,
"RT @ddimick: UN: ""Accelerated migration and climate change a 'recipe for social disaster'"" (via @alertnetclimate) http://post.ly/N9td",1.0,Y
SEC To Provide Guidance on Companies Climate Change Disclosure http://bit.ly/cARxMm #solar,0.6667,
"RT @OpenCongress: ""Record snow hs buried D.C. ' and buried chances of passing global warming legislation this year."" http://bit.ly/adxgbq",0.6653,N
"Palin dismisses global climate change as ""'bunch of snake oil science,"" but then again she probably believes Jesus rode a dinosaur.",1.0,Y
"Snow doesn't mean global warming's a fraud, Sean:  http://bit.ly/bjxtzq | celebrity news",1.0,Y
Editorial: Senate Offers Hope for Climate Change Legislation http://bit.ly/9NPwxb #green #energy,0.6805,
Editorial: Senate Offers Hope for Climate Change Legislation http://bit.ly/9NPwxb,1.0,Y
RT @PlanetGreen: RT @BoingBoing: Understanding climate change: There's an ap for that http://bit.ly/aQHXLK,0.6418,Y
"Hey #tcot, your frozen margarita may become endangered. RT @tlw3 FOX and NASA report on Global Climate Change http://bit.ly/cg4F59 #p2",0.6457,N
Snow Storm Fuels Conservatives' Global Warming Mockery|Even Some Democrats Concede Massive Snowfall in Washington .. http://oohja.com/x6KHv,0.6591,N
"Look, It's Snowing! So Much for ""Global Warming,"" Eh, Jim DeMint?: If you live anywhere between DC and Bo... http://bit.ly/95JuCE #politics",1.0,N
RT @thejoshuablog: RT @AmericaBlog: Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x #p2,0.6961,Y
"Climate Change and Activists Won't Delay, But United Nations Will http://trim.li/nk/1JjY via @WiretapMagazine",0.657,
Dear #TCOT: RT @NewsOnGreen D.C. Snowstorm: How Global Warming Makes Blizzards Worse (Time.com) http://tinyurl.com/ykzh7dd #p2,1.0,Y
@DylanRatigan on radio talking global warming vs. big snowdrifts in NYC - must listen  http://bit.ly/joeradio,0.4738,Y
Snow Storm Fuels Conservatives' Global Warming Mockery http://bit.ly/bqh9ML,0.6831,N
Where's that Global Warming???,1.0,N
Snow and ice cancel global-warming hearing: http://bit.ly/dmyEJ0 via @addthis,0.6772,N
"Heat wave in Paraguay.  No, Virginia, snow doesn't mean there is no climate change.  http://bit.ly/beumgi  #climate",0.6248,
".@MattDentler reminded us that Owning The Weather, which screened here, is now on iTunes! Perfect day to watch film abt global warming.",1.0,
Understanding climate change: There's an ap for that http://bit.ly/9Qj27X,1.0,Y
RT @Tymlee: Climate change causes wolverine decline across Canada http://bit.ly/aacOb1,0.665,Y
RT @AmericaBlog: Right-wingers already claiming that the blizzard proves climate change doesn't exist http://bit.ly/ba8u1x #p2,1.0,Y
@Revkin discusson of planet-scale issues needs 2b re-thought. We had a cold winter so belief in climate change declined #cgiu #green #media,0.6766,
Causing global climate change. #moregovpattersonrumors,1.0,
Holy cow! Near blizzard conditions here in NYC. Expecting 10 plus inches of global warming today. Looks nasty out there. #tcot,0.4377,N
Ironic tidbit of the day...Senate global warming hearing canceled due to the blizzard. http://bit.ly/9nzHsE,0.5128,N
RT @disturbedwater: DC snowstorm: how global warming makes blizzards worse (via @TIME) http://bit.ly/aMGM77,1.0,Y
D.C. Snowstorm: How Global Warming Makes Blizzards Worse http://bit.ly/aMGM77,1.0,Y
Government Launches Climate Change Agency: If you wanted to look up the mean rise in sea levels over the last few ... http://bit.ly/cnePv5,0.6935,
"4"" of global warming & counting.",0.6705,N
Snow doesn't disprove climate change http://mobile.salon.com/politics/war_room/2010/02/10/snow_global_warming/index.html #tcot #p2 #agw,0.6877,Y
Alternative to cap and trade is gaining ground on Capitol Hill|While the climate change measure remains mired in .. http://oohja.com/x6KxA,0.6811,
Has anyone seen--------------&gt; AL GORE&lt;-------------- Poster Nit Wit for Global Warming.,0.6731,N
It's like shooting ducks in a barrel [The Island of Doubt]|Another critical mass of climate change pseudoskeptics .. http://oohja.com/xaYnZ,0.6392,
"After just 2"" overnight, snow finally coming down hard just north of NYC.  GOP: No global warming.  Except: No snow for Winter Olympics.",0.6738,N
RT @EricBoehlert: Why won't Drudge acknowledge the snow-less 'Global Warming Games' about to kick off in Vancouver? http://tinyurl.com/yzq4olr,1.0,Y
LOL! RT @ConserValidity Time Magazine: How Global Warming makes Blizzards worse http://bit.ly/cLl6li #tcot #teaparty,1.0,Y
RT @mocajavawv: A lot of global warming coming down here on NYC. #tcot,0.6759999999999999,Y
A lot of global warming coming down here on NYC. #tcot,0.6835,Y
IOC: Global Warming Could Affect Winter Olympics|The International Olympic Committee is beginning to worry about .. http://oohja.com/x6KpQ,0.6527,Y
"Roses are red, violets are blue, global warming causes BVOCs, so take some time and save the trees http://ow.ly/15RKl",1.0,Y
"How Global Warming makes Blizzards worse http://bit.ly/cLl6li #Anyone with a scintilla of respect for Leftist 'Time' Magazine,you should not",1.0,Y
"RT @wood83: Global warming alarmists meet record snowfall, record snowfall meet global warming alarmists",1.0,N
Another Snowstorm: What Happened to Global Warming? Round 2: Blizzards hit Mid-Atlantic to New York ... Who Would Replace Governor Pat...,0.6642,Y
"Can #cochabamba participants lead on #climate change? + Kerry, Graham, & Lieberman drag feet on climate bill http://bit.ly/cqGbTE",1.0,Y
"D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME ""Another Snowstorm: What Happened to Global Warming? "" http://bit.ly/9B1K3G",0.6728,Y
"@upsidetrader is he wearing a ""global warming"" sign ?",0.7645,
"Al Gore should be arrested for Global Warming Scam, how much did AL take in$$$$$$$$$$ forget the snow ball, hit him with a shovel",1.0,N
"@acereporter it has been mild, looks like our luck ran out, global warming wins. Finally caught a real snowstorm; whole 3 inches thus far...",0.6737,N
"Enough with the ""Where's your global warming now with all of this snow, cold?"".  As a joke, getting old.  As serious comment, idiotic.",1.0,Y
D.C. Snowstorm: How Global Warming Makes Blizzards Worse (TIME) http://bit.ly/93juyJ #news,1.0,Y
RT: @IvankaTrump Ironic tidbit of the day...Senate global warming hearing canceled due to the blizzard. http://bit.ly/9nzHsE,0.7107,Y
"With climate change, those who know most are most frightened. With nuclear power, those who know most are least frightened. -various",1.0,Y
"Climate Group Admits Mistakes: Officials of the Intergovernmental Panel on Climate Change, a United Nations-sponso... http://bit.ly/9zynKV",0.6964,N
DailyTech - NOAA Releases Wealth of Climate Change Data to Public: Website should be welcome news to global warmin... http://bit.ly/9Mm0J2,0.6617,Y
RT Invasive Species and Climate Change   http://bit.ly/4oeoGA @InvasiveNotes,0.654,Y
Snowmageddon and Global Warming|With the occurrence of particularly strong snow storms that have hit the east .. http://oohja.com/x6K8g,0.6922,N
Waste of Time Stimulus money/Global Warming turbines frozen in Minnesota wind http://bit.ly/alsN33 #Where is AL Gore!,1.0,N
"Despite ClimateGate, US creates NOAA Climate Service and Pentagon says Global Warming is Security Threat #energy  http://jm.ly/WkWx9I",0.6671,N
"D.C. Snowstorm: How Global Warming Makes Blizzards Worse|There's scarcely any powder in Vancouver, while .. http://oohja.com/x6K1K",1.0,Y
Plz #Digg & RT: Sean Hannity: Snow Storms Contradict Climate Change http://bit.ly/96XkOi ( #p2 #dnj #du1),1.0,N
Free Reading !!! Ahead of my time vis a vis global warming: I am available for psychic reading... http://bit.ly/9uC2jm mypsychicsonline.inf,0.5124,N
